Paraguay,GDP_current_US,39950899939,41722295229
West Bank and Gaza,GDP_current_US,18109000000,19111900000
Pacific island small states,GDP_current_US,9500154100,10324332232
Post-demographic dividend,GDP_current_US,5.53E+13,5.62E+13
French Polynesia,GDP_current_US,6150640646,5814661209
Qatar,GDP_current_US,1.80E+11,2.36E+11
Romania,GDP_current_US,2.86E+11,3.01E+11
Russian Federation,GDP_current_US,1.84E+12,2.24E+12
Rwanda,GDP_current_US,11054517346,13311487445
South Asia,GDP_current_US,4.06E+12,4.39E+12
Saudi Arabia,GDP_current_US,8.74E+11,1.11E+12
Sudan,GDP_current_US,34229513774,51662241775
Senegal,GDP_current_US,27569136730,27684264748
Singapore,GDP_current_US,4.24E+11,4.67E+11
Solomon Islands,GDP_current_US,1580303515,1597204341
Sierra Leone,GDP_current_US,4249234704,4094563859
El Salvador,GDP_current_US,29451240000,32488720000
San Marino,GDP_current_US,1855382833,
Somalia,GDP_current_US,9838711529,10419541202
Serbia,GDP_current_US,63101069561,63563401044
Sub-Saharan Africa (excluding high income),GDP_current_US,1.93E+12,2.06E+12
South Sudan,GDP_current_US,,
Sub-Saharan Africa,GDP_current_US,1.93E+12,2.06E+12
Small states,GDP_current_US,5.43E+11,6.36E+11
Sao Tome and Principe,GDP_current_US,524402450.8,542686976.5
Suriname,GDP_current_US,3081401726,3620987993
Slovak Republic,GDP_current_US,1.19E+11,1.15E+11
Slovenia,GDP_current_US,61832201544,60063475466
Sweden,GDP_current_US,6.40E+11,5.92E+11
Eswatini,GDP_current_US,4850842572,4790922066
Sint Maarten (Dutch part),GDP_current_US,1353071060,1537088724
Seychelles,GDP_current_US,1286687308,1588438144
Syrian Arab Republic,GDP_current_US,8969512933,
Turks and Caicos Islands,GDP_current_US,1044778790,1138808881
Chad,GDP_current_US,11779981333,12704149840
East Asia & Pacific (IDA & IBRD countries),GDP_current_US,2.08E+13,2.12E+13
Europe & Central Asia (IDA & IBRD countries),GDP_current_US,4.62E+12,5.19E+12
Togo,GDP_current_US,8443112143,8341225241
Thailand,GDP_current_US,5.06E+11,4.95E+11
Tajikistan,GDP_current_US,8937805347,10492123388
Turkmenistan,GDP_current_US,50007428571,56542857143
Latin America & the Caribbean (IDA & IBRD countries),GDP_current_US,5.28E+12,6.00E+12
Timor-Leste,GDP_current_US,3621958000,3204753000
Middle East & North Africa (IDA & IBRD countries),GDP_current_US,1.48E+12,1.68E+12
Tonga,GDP_current_US,469228219.7,
South Asia (IDA & IBRD),GDP_current_US,4.06E+12,4.39E+12
Sub-Saharan Africa (IDA & IBRD countries),GDP_current_US,1.93E+12,2.06E+12
Trinidad and Tobago,GDP_current_US,24496505941,30053575132
Tunisia,GDP_current_US,46687293140,46303552449
Turkiye,GDP_current_US,8.20E+11,9.07E+11
Tuvalu,GDP_current_US,60196405.71,59065979.02
Tanzania,GDP_current_US,70655628148,75732311666
Uganda,GDP_current_US,40510241366,45567304608
Ukraine,GDP_current_US,2.00E+11,1.61E+11
Upper middle income,GDP_current_US,2.85E+13,3.01E+13
Uruguay,GDP_current_US,61412268249,71177146197
United States,GDP_current_US,2.33E+13,2.54E+13
Uzbekistan,GDP_current_US,69600614987,80391853887
St. Vincent and the Grenadines,GDP_current_US,872222222.2,948559259.3
"Venezuela, RB",GDP_current_US,,
British Virgin Islands,GDP_current_US,,
Virgin Islands (U.S.),GDP_current_US,4444000000,
Viet Nam,GDP_current_US,3.66E+11,4.09E+11
Vanuatu,GDP_current_US,971636097.9,1055811724
World,GDP_current_US,9.72E+13,1.01E+14
Samoa,GDP_current_US,843923638.7,832945205.6
Kosovo,GDP_current_US,9412034299,9409473518
"Yemen, Rep.",GDP_current_US,,
South Africa,GDP_current_US,4.20E+11,4.05E+11
Zambia,GDP_current_US,22096416934,29163782138
Zimbabwe,GDP_current_US,28371238666,27366627153
